customer_id,age,gender,country,city,customer_segment,membership_level,signup_date,total_previous_rentals
C005212,51,Male,Alemania,Garmisch,Occasional,Standard,2020-08-14,4
C005213,50,Female,Alemania,Berlin,Occasional,Basic,2023-02-14,1
C005214,49,Male,Alemania,Berlin,Regular,Standard,2020-05-23,15
C005215,24,Male,Países Bajos,Groningen,Occasional,Standard,2023-11-03,1
C005216,44,Female,Alemania,Garmisch,Frequent,Standard,2022-03-21,42
C005217,42,Female,Países Bajos,Den Haag,Frequent,Premium,2017-11-28,29
C005218,21,Male,Países Bajos,Amsterdam,VIP,Gold,2019-04-02,94
C005219,33,Female,Italia,Bologna,Occasional,Basic,2023-05-18,5
C005220,44,Male,Países Bajos,Eindhoven,Occasional,Standard,2018-03-15,4
C005221,19,Male,Italia,Venezia,Regular,Basic,2024-03-27,9
C005222,30,Female,Francia,Bordeaux,Regular,Standard,2020-02-19,18
C005223,39,Male,Portugal,Lisboa,Regular,Premium,2025-12-02,0
C005224,32,Male,Portugal,Coimbra,Occasional,Standard,2017-10-19,7
C005225,52,Female,Italia,Firenze,Occasional,Basic,2026-04-13,0
C005226,47,Male,España,Bilbao,Occasional,Basic,2019-09-22,3
C005227,21,Female,España,Barcelona,Occasional,Basic,2019-09-30,5
C005228,26,Male,Italia,Roma,Occasional,Basic,2021-04-05,3
C005229,52,Male,Italia,Roma,Frequent,Premium,2020-05-02,36
C005230,45,Other,Italia,Roma,Occasional,Basic,2019-07-28,6
C005231,18,Female,Bélgica,Antwerpen,Regular,Basic,2021-02-27,11
C005232,56,Female,Italia,Milano,Frequent,Premium,2024-07-03,18
C005233,38,Female,España,Valencia,Occasional,Basic,2024-12-15,1
C005234,37,Male,Países Bajos,Utrecht,Regular,Premium,2018-04-21,12
C005235,26,Female,Francia,Marseille,Regular,Standard,2025-05-25,3
C005236,54,Female,Bélgica,Liège,Occasional,Basic,2022-05-14,2
C005237,44,Female,Portugal,Lisboa,Occasional,Standard,2025-05-15,0
C005238,36,Male,Alemania,Garmisch,Frequent,Standard,2024-03-04,10
C005239,18,Female,Francia,Paris,Regular,Standard,2024-09-24,6
C005240,31,Male,España,Madrid,Frequent,Basic,2021-11-02,41
C005241,23,Male,Países Bajos,Rotterdam,VIP,Gold,2024-11-17,37
C005242,32,Female,Países Bajos,Amsterdam,Occasional,Basic,2026-06-16,0
C005243,26,Female,España,Zaragoza,Regular,Standard,2021-05-29,20
C005244,48,Female,España,Valencia,Regular,Standard,2024-11-26,6
C005245,58,Female,Alemania,Berlin,Regular,Premium,2020-02-26,14
C005246,37,Male,España,Valencia,Regular,Basic,2019-06-05,6
C005247,22,Female,Países Bajos,Utrecht,Regular,Standard,2020-02-24,14
C005248,33,Other,Francia,Annecy,Frequent,Premium,2024-02-24,22
C005249,32,Female,Países Bajos,Eindhoven,Occasional,Basic,2019-10-11,2
C005250,58,Male,Francia,Toulouse,Regular,Premium,2018-08-02,17
C005251,38,Female,Bélgica,Antwerpen,Occasional,Standard,2026-02-23,0
C005252,56,Female,Italia,Firenze,Regular,Basic,2025-03-14,2
C005253,19,Male,España,Bilbao,Regular,Premium,2020-02-17,21
C005254,38,Male,España,Zaragoza,Regular,Standard,2019-12-05,8
C005255,24,Female,España,Barcelona,Occasional,Standard,2023-03-11,3
C005256,36,Female,España,Bilbao,Regular,Gold,2019-12-23,6
C005257,44,Male,Italia,Bologna,Occasional,Basic,2022-05-26,4
C005258,18,Male,Francia,Marseille,Occasional,Basic,2025-11-23,0
C005259,30,Male,Italia,Firenze,Occasional,Basic,2021-05-14,3
C005260,35,Male,Francia,Nice,Frequent,Premium,2024-03-06,22
C005261,40,Male,Portugal,Lisboa,Occasional,Standard,2023-08-03,3
C005262,18,Male,Portugal,Lisboa,VIP,Standard,2018-06-06,96
C005263,43,Male,Italia,Venezia,Occasional,Basic,2025-01-23,2
C005264,43,Female,Bélgica,Gent,Regular,Standard,2018-10-13,12
C005265,50,Female,FRANCIA,Marseille,Regular,Standard,2026-04-30,2
C005266,18,Male,Bélgica,Antwerpen,Regular,Premium,2025-01-10,4
C005267,33,Male,Países Bajos,Utrecht,Regular,Standard,2025-09-22,3
C005268,37,Male,Italia,Cortina,Regular,Premium,2021-06-28,8
C005269,40,Female,España,Zaragoza,Frequent,Basic,2024-11-25,13
C005270,38,Female,Bélgica,Liège,Regular,Standard,2019-03-23,14
C005271,30,Male,España,Málaga,Occasional,Basic,2018-07-26,3
C005272,39,Male,Portugal,Braga,Occasional,Standard,2020-07-19,3
C005273,75,Female,España,Sevilla,Regular,Standard,2019-03-18,7
C005274,45,Female,Francia,Chamonix,Occasional,Basic,2024-09-30,3
C005275,18,Female,Portugal,Coimbra,Regular,Gold,2019-05-29,9
C005276,57,Female,Bélgica,Brugge,Regular,Standard,2018-12-07,10
C005277,59,Female,Países Bajos,Den Haag,Occasional,Standard,2019-07-11,6
C005278,48,Male,Portugal,Braga,Regular,Standard,2025-10-24,3
C005279,54,Female,Alemania,München,Regular,Gold,2020-08-25,16
C005280,68,Male,España,Granada,Regular,Standard,2020-04-23,12
C005281,41,Female,España,Granada,Regular,Standard,2019-11-27,7
C005282,51,Male,Bélgica,Antwerpen,Frequent,Premium,2022-09-16,31
C005283,57,Female,Italia,Bologna,Regular,Basic,2024-11-17,2
C005284,28,Male,Bélgica,Liège,VIP,Premium,2019-05-05,88
C005285,57,Male,España,Valencia,Occasional,Standard,2022-11-28,2
C005286,40,Other,Francia,Paris,Regular,Basic,2025-10-09,4
C005287,50,Female,ESPAÑA,Granada,Regular,Premium,2020-01-01,12
C005288,49,Other,Países Bajos,Groningen,Occasional,Basic,2025-12-05,0
C005289,29,Male,Italia,Venezia,Occasional,Standard,2024-06-02,1
C005290,55,Male,Francia,Lyon,Regular,Gold,2020-12-24,5
C005291,32,Male,Países Bajos,Den Haag,Occasional,Basic,2021-09-27,2
C005292,41,Female,Italia,Bologna,Frequent,Premium,2021-08-16,48
C005293,48,Male,Alemania,Garmisch,Occasional,Standard,2021-12-21,2
C005294,45,Female,Países Bajos,Groningen,Occasional,Basic,2024-03-12,1
C005295,30,Female,Alemania,München,Regular,Standard,2023-06-10,15
C005296,21,Female,Portugal,Faro,Occasional,Basic,2022-04-18,3
C005297,27,Male,Países Bajos,Groningen,Occasional,Basic,2026-04-13,0
C005298,47,Male,Italia,Milano,Regular,Premium,2025-04-16,1
C005299,44,Female,Italia,Napoli,Regular,Basic,2023-08-07,9
C005300,35,Male,Bélgica,Brugge,Occasional,Basic,2020-05-13,2
C005301,34,Female,Portugal,Braga,Regular,Basic,2025-03-17,2
C005302,33,Male,España,Madrid,Regular,Basic,2023-09-19,6
C005303,23,Male,Italia,Torino,Regular,Basic,2019-05-21,11
C005304,49,Female,Alemania,Berlin,Occasional,Basic,2024-06-24,1
C005305,23,Female,Italia,Firenze,Occasional,Basic,2021-11-06,1
C005306,39,Male,Portugal,Faro,VIP,Premium,2021-05-20,82
C005307,54,Female,España,Zaragoza,Regular,Basic,2018-09-27,13
C005308,37,Female,Italia,Firenze,Occasional,Basic,2025-08-07,0
C005309,58,Male,España,Málaga,Frequent,Standard,2018-04-09,38
C005310,24,Female,Países Bajos,Groningen,Occasional,Basic,2021-09-27,4
C005311,20,Male,Alemania,Garmisch,Regular,Basic,2025-12-03,2
C005312,18,Female,Países Bajos,Rotterdam,Regular,Standard,2023-07-28,10
C005313,47,Female,Portugal,Faro,VIP,Gold,2025-07-18,23
C005314,18,Female,Bélgica,Antwerpen,VIP,Standard,2020-04-27,99
C005315,58,Male,Alemania,Köln,Occasional,Basic,2022-11-19,1
C005316,60,Female,Francia,Paris,Regular,Standard,2025-11-18,4
C005317,41,Male,Alemania,Garmisch,Occasional,Standard,2020-04-10,1
C005318,27,Female,Portugal,Porto,Regular,Standard,2018-08-28,11
C005319,18,Male,España,Granada,Regular,Standard,2019-12-06,16
C005320,43,Female,Francia,Chamonix,Occasional,Standard,2024-03-06,3
C005321,37,Female,Bélgica,Gent,Occasional,Standard,2018-06-06,4
C005322,41,Male,Portugal,Faro,Occasional,Standard,2023-09-01,3
C005323,44,Female,Bélgica,Gent,Occasional,Basic,2026-02-22,1
C005324,23,Female,Portugal,Coimbra,Occasional,Basic,2021-02-15,3
C005325,35,Male,España,Barcelona,Frequent,Premium,2021-09-21,42
C005326,39,Female,Francia,Lyon,Regular,Standard,2019-10-22,18
C005327,67,Male,España,Valencia,Regular,Basic,2020-09-16,15
C005328,48,Female,España,Valencia,Frequent,Standard,2022-07-31,33
C005329,39,Male,Francia,Nice,Regular,Standard,2023-08-27,4
C005330,24,Male,Países Bajos,Amsterdam,Occasional,Standard,2022-12-29,2
C005331,54,Female,Bélgica,Antwerpen,Frequent,Premium,2017-11-29,43
C005332,59,Female,Países Bajos,Groningen,Regular,Basic,2023-07-05,7
C005333,18,Male,Bélgica,Bruxelles,Regular,Premium,2024-06-17,7
C005334,18,Male,Alemania,Berlin,Frequent,Standard,2021-05-04,35
C005335,38,Male,Francia,Annecy,Regular,Standard,2018-12-25,16
C005336,35,Female,Italia,Torino,Regular,Standard,2023-12-07,7
C005337,56,Male,Bélgica,Brugge,Frequent,Premium,2021-09-12,44
C005338,23,Male,Países Bajos,Den Haag,Occasional,Basic,2020-04-29,3
C005339,25,Male,Portugal,Braga,Frequent,Premium,2022-02-27,33
C005340,18,Female,Portugal,Coimbra,Occasional,Standard,2023-04-19,2
C005341,24,Male,Portugal,Faro,Occasional,Basic,2025-08-15,0
C005342,40,Male,Alemania,Hamburg,Regular,Basic,2025-10-17,1
C005343,18,Female ,Países Bajos,Utrecht,Occasional,Basic,2025-10-29,2
C005344,78,Male,Bélgica,Brugge,VIP,Standard,2023-02-20,70
C005345,18,Female,Países Bajos,Eindhoven,Occasional,Basic,2020-12-04,5
C005346,30,Female,Francia,Marseille,Regular,Basic,2020-07-22,13
C005347,41,Male,Italia,Torino,Occasional,Standard,2023-07-07,4
C005348,54,Female,Francia,Nice,VIP,Gold,2024-03-15,62
C005349,24,Female,Italia,Venezia,Occasional,Standard,2018-06-20,1
C005350,18,Female,España,Málaga,Occasional,Basic,2018-06-15,1
C005351,24,Female,España,Granada,Occasional,Standard,2019-04-22,3
C005352,61,Male,España,Málaga,Regular,Standard,2019-01-09,13
C005353,18,Male,Italia,Napoli,VIP,Premium,2023-04-14,72
C005354,51,Male,Italia,Venezia,VIP,Gold,2024-01-13,48
C005355,41,Female,Bélgica,Brugge,Occasional,Standard,2022-12-14,5
C005356,43,Male,Bélgica,Liège,Occasional,Standard,2020-01-16,6
C005357,53,Male,Francia,Marseille,Occasional,Standard,2023-07-22,0
C005358,28,Male,Países Bajos,Rotterdam,Regular,Gold,2024-08-29,5
C005359,50,Male,Países Bajos,Rotterdam,Regular,Basic,2025-02-17,9
C005360,40,Male,Países Bajos,Den Haag,Occasional,Basic,2023-07-18,1
C005361,20,Male,Francia,Nice,Regular,Standard,2026-03-16,1
C005362,36,Female,Alemania,Berlin,Frequent,Standard,2023-08-11,24
C005363,37,Male,Alemania,Hamburg,Occasional,Basic,2023-06-17,2
C005364,18,Female,Portugal,Coimbra,Occasional,Standard,2019-12-20,6
C005365,25,Female,Portugal,Coimbra,Occasional,Basic,2020-08-03,4
C005366,44,Male,España,Valencia,Occasional,Basic,2020-01-28,0
C005367,39,Female,Francia,Lyon,Occasional,Standard,2026-05-16,1
C005368,51,Female,Bélgica,Bruxelles,Regular,Standard,2020-03-08,17
C005369,54,Female,Francia,Marseille,Occasional,Basic,2024-03-26,1
C005370,26,Female,Portugal,Braga,Regular,Premium,2020-08-20,11
C005371,28,Male,España,Málaga,Frequent,Gold,2025-01-12,12
C005372,18,Male,Alemania,Hamburg,Frequent,Premium,2019-12-29,31
C005373,44,Male,Países Bajos,Amsterdam,Regular,Standard,2017-10-02,19
C005374,30,Female,españa,Granada,Occasional,Standard,2023-08-24,4
C005375,53,Female,Italia,Roma,Occasional,Basic,2022-10-30,3
C005376,51,Female,Francia,Annecy,Occasional,Standard,2022-10-31,2
C005377,44,Female,Italia,Torino,VIP,Premium,2026-02-15,17
C005378,32,Male ,portugal,Coimbra,VIP,Gold,2021-12-15,80
C005379,52,Female,Países Bajos,Rotterdam,Occasional,Standard,2019-04-04,4
C005380,37,Male,Países Bajos,Amsterdam,Occasional,Basic,2021-10-18,6
C005381,41,Male,Bélgica,Brugge,Regular,Basic,2022-11-21,12
C005382,18,Male,Portugal,Porto,Occasional,Premium,2026-03-14,0
C005383,42,Male ,países bajos,Eindhoven,VIP,Gold,2024-09-17,30
C005384,38,Female,Francia,Bordeaux,Occasional,Basic,2020-10-19,2
C005385,36,Male,Portugal,Lisboa,Occasional,Standard,2018-03-21,3
C005386,30,Female,Francia,Paris,Occasional,Basic,2022-11-20,3
C005387,18,Female,España,Zaragoza,Occasional,Basic,2020-09-06,6
C005388,37,Female,Bélgica,Gent,Occasional,Standard,2018-05-23,2
C005389,18,Male,España,Zaragoza,Frequent,Premium,2020-01-25,35
C005390,34,Male,España,Valencia,Occasional,Standard,2026-02-20,0
C005391,30,Female,Francia,Annecy,Regular,Basic,2024-06-13,3
C005392,55,Female,Francia,Annecy,Occasional,Standard,2021-02-09,4
C005393,62,Male,Francia,Toulouse,Occasional,Standard,2018-01-31,1
C005394,18,Male,España,Madrid,Occasional,Basic,2021-11-16,2
C005395,48,Female,Francia,Nice,Occasional,Standard,2017-10-31,4
C005396,29,Female,Portugal,Lisboa,Occasional,Standard,2026-06-01,1
C005397,31,Female,Francia,Nice,Occasional,Premium,2022-10-25,4
C005398,31,Female,España,Bilbao,Frequent,Premium,2024-10-28,17
C005399,54,Male,Italia,Torino,Regular,Standard,2022-06-17,14
C005400,36,Male,España,Barcelona,Frequent,Premium,2020-01-26,37
C005401,43,Female,Italia,Napoli,Occasional,Standard,2021-09-19,2
C005402,18,Female,Francia,Nice,Regular,Standard,2020-09-09,13
C005403,23,Female,Países Bajos,Groningen,Regular,Standard,2020-11-09,14
C005404,30,Female,España,Málaga,Occasional,Standard,2019-11-09,3
C005405,37,Female,Portugal,Porto,Occasional,Standard,2022-12-08,2
C005406,46,Female,Italia,Milano,Regular,Standard,2020-04-24,15
C005407,30,Male,Italia,Torino,Regular,Premium,2022-04-25,12
C005408,56,Male,Italia,Torino,Occasional,Standard,2021-04-04,4
C005409,34,Male,Portugal,Porto,Occasional,Basic,2025-02-12,2
C005410,28,Male,Bélgica,Liège,VIP,Standard,2025-06-16,23
C005411,49,Male,Alemania,München,Occasional,Standard,2023-10-06,1
C005412,47,Female,Francia,Annecy,VIP,Premium,2025-11-16,27
C005413,18,Female,Países Bajos,Groningen,Frequent,Premium,2022-01-27,41
C005414,58,Male,Alemania,Köln,Frequent,Standard,2021-06-27,45
C005415,30,Male,Italia,Venezia,Regular,Standard,2022-07-05,4
C005416,35,Female,Alemania,Frankfurt,Occasional,Basic,2019-10-19,4
C005417,26,Female,España,Sevilla,Regular,Standard,2020-09-20,12
C005418,32,Female,Francia,Nice,Regular,Premium,2021-05-18,16
C005419,18,Female,Países Bajos,Den Haag,Regular,Standard,2021-11-19,18
C005420,41,Female,Bélgica,Brugge,Occasional,Basic,2023-04-30,2
C005421,29,Male,Italia,Venezia,Occasional,Basic,2021-08-17,1
C005422,33,Female,Portugal,Coimbra,Occasional,Basic,2024-05-30,0
C005423,50,Female,Bélgica,Gent,Occasional,Standard,2026-03-15,2
C005424,43,Female,Italia,Firenze,Regular,Gold,2019-07-17,8
C005425,37,Female,Italia,Napoli,Frequent,Premium,2025-08-07,9
C005426,63,Male,Francia,Toulouse,Regular,Standard,2017-10-04,9
C005427,22,male,Países Bajos ,Utrecht,Regular,Standard,2019-09-23,13
C005428,38,Female,Alemania,Hamburg,Occasional,Basic,2019-12-20,6
C005429,54,Female,Bélgica,Bruxelles,Occasional,Basic,2022-08-01,1
C005430,57,Male,Bélgica,Liège,Occasional,Basic,2024-10-16,2
C005431,18,Female,Italia,Cortina,Occasional,Standard,2021-07-03,3
C005432,28,Female,Alemania,Garmisch,Occasional,Basic,2019-06-14,5
C005433,52,Female,Alemania,Garmisch,Occasional,Basic,2021-10-11,7
C005434,31,Female,Francia,Annecy,Occasional,Basic,2024-09-26,2
C005435,38,Female,España,Sevilla,Regular,Premium,2025-07-13,5
C005436,31,Male,Bélgica,Antwerpen,Occasional,Premium,2025-02-22,1
C005437,37,Male,Países Bajos,Rotterdam,Occasional,Basic,2017-09-19,2
C005438,18,Male,Portugal,Faro,Occasional,Standard,2021-05-04,2
C005439,32,Female,Italia,Cortina,Regular,Premium,2021-11-08,16
C005440,37,Female,Francia,Paris,Regular,Basic,2020-04-12,11
C005441,32,Female,Italia,Roma,Occasional,Basic,2024-01-02,2
C005442,39,Other,Portugal,Coimbra,Occasional,Basic,2024-07-01,0
C005443,20,Female,Italia,Milano,VIP,Standard,2020-09-29,83
C005444,41,Other,Países Bajos,Rotterdam,Regular,Standard,2019-12-05,13
C005445,59,Male,Francia,Toulouse,Regular,Standard,2021-07-12,7
C005446,54,Male,Países Bajos,Den Haag,Regular,Standard,2024-03-10,6
C005447,47,Female,Bélgica,Liège,Frequent,Gold,2023-11-24,26
C005448,41,Male,Alemania,Berlin,Frequent,Premium,2019-06-11,34
C005449,28,Female,Francia,Annecy,Occasional,Standard,2018-07-19,5
C005450,31,Male,Portugal,Porto,Regular,Standard,2019-07-18,19
C005451,49,Male,Portugal,Porto,Occasional,Standard,2019-04-01,8
C005452,36,Male,Francia,Nice,Regular,Basic,2022-12-22,6
C005453,65,Male,Francia,Marseille,Occasional,Basic,2020-08-08,1
C005454,18,Female,Países Bajos,Eindhoven,Occasional,Basic,2021-08-26,2
C005455,35,Male,Francia,Toulouse,VIP,Premium,2019-12-10,94
C005456,30,Male,Portugal,Coimbra,Frequent,Standard,2021-12-18,41
C005457,48,Female,Francia,Marseille,Occasional,Basic,2024-05-04,0
C005458,50,Female,España,Valencia,VIP,Premium,2019-10-11,78
C005459,21,Female,Portugal,Braga,Occasional,Basic,2020-09-25,4
C005460,20,Male,Portugal,Lisboa,Occasional,Basic,2024-10-10,3
C005461,27,Female,Francia,Chamonix,Frequent,Gold,2018-03-03,51
C005462,45,Male,Francia,Toulouse,Occasional,Basic,2021-07-12,4
C005463,43,Female,España,Sevilla,Occasional,Basic,2024-11-29,0
C005464,18,Female,Bélgica,Bruxelles,Regular,Standard,2026-04-07,1
C005465,41,Female,Italia,Cortina,Occasional,Basic,2022-06-01,4
C005466,40,Male,Francia,Marseille,Occasional,Standard,2025-06-03,0
C005467,37,Female,España,Sevilla,Occasional,Basic,2024-05-16,1
C005468,45,Male,Francia,Paris,Regular,Standard,2019-07-19,16
C005469,40,Male,Países Bajos,Den Haag,Occasional,Basic,2019-12-31,3
C005470,39,Female,Portugal,Braga,Occasional,Basic,2026-04-02,1
C005471,53,Male,Italia,Bologna,Regular,Basic,2022-07-01,20
C005472,57,Male,Bélgica,Gent,Occasional,Premium,2017-12-17,2
C005473,32,Male,Italia,Venezia,Occasional,Basic,2019-07-18,3
C005474,37,Male,Países Bajos,Eindhoven,Regular,Standard,2025-04-12,0
C005475,46,Female,Portugal,Coimbra,Regular,Standard,2023-06-18,12
C005476,35,Male,Italia,Firenze,Occasional,Basic,2025-04-04,2
C005477,47,Female,Países Bajos,Amsterdam,Frequent,Standard,2019-03-22,48
C005478,39,Female,Portugal,Coimbra,Regular,Standard,2024-06-26,11
C005479,48,Male,Bélgica,Bruxelles,Occasional,Standard,2018-01-06,2
C005480,46,Male,Portugal,Lisboa,Regular,Basic,2019-03-27,14
C005481,36,Male,Francia,Nice,Regular,Basic,2019-09-28,17
C005482,49,Male,Países Bajos,Den Haag,Regular,Standard,2024-07-31,11
C005483,47,Male,Bélgica,Gent,Regular,Premium,2019-12-18,18
C005484,68,Female,Portugal,Faro,Regular,Basic,2020-06-17,9
C005485,18,Female,Francia,Annecy,VIP,Gold,2018-04-01,112
C005486,46,Male,Países Bajos,Utrecht,Regular,Gold,2023-12-13,2
C005487,51,Female,Bélgica,Brugge,Frequent,Premium,2024-01-24,21
C005488,66,Female,Italia,Bologna,Regular,Gold,2020-03-16,10
C005489,31,Female,Bélgica,Gent,Frequent,Standard,2021-12-12,39
C005490,39,Male,Alemania,Berlin,VIP,Premium,2018-05-19,109
C005491,32,Female,Alemania,Köln,Occasional,Basic,2025-12-11,1
C005492,61,Male,Francia,Annecy,Occasional,Basic,2022-03-24,2
C005493,27,Female,Países Bajos,Rotterdam,Regular,Standard,2017-11-11,20
C005494,31,Male,Italia,Milano,Occasional,Standard,2022-05-16,2
C005495,19,Female,Francia,Annecy,Regular,Gold,2019-05-14,10
C005496,18,Male,Países Bajos,Rotterdam,Regular,Standard,2023-05-12,9
C005497,38,Female,Alemania,Garmisch,Frequent,Standard,2021-04-16,41
C005498,36,Male,Italia,Venezia,Occasional,Basic,2017-08-16,7
C005499,34,Male,Francia,Chamonix,Regular,Standard,2025-03-16,1
C005500,45,Female,Países Bajos,Den Haag,Occasional,Basic,2018-10-14,1
C005501,47,Male,Francia,Marseille,Regular,Standard,2022-10-31,15
C005502,29,MALE,Portugal,Faro,Occasional,Basic,2018-06-03,4
C005503,38,Other,Francia,Toulouse,Regular,Basic,2022-06-25,6
C005504,36,Male,Portugal,Faro,Regular,Premium,2024-05-03,6
C005505,38,Male,Francia,Nice,Regular,Premium,2019-06-16,20
C005506,57,Female,Países Bajos,Eindhoven,Regular,Standard,2022-03-20,4
C005507,43,Male,Portugal,Lisboa,Occasional,Premium,2019-08-10,1
C005508,51,Male,España,Sevilla,Occasional,Premium,2025-09-06,1
C005509,35,Female,Francia,Toulouse,Occasional,Standard,2019-08-06,3
C005510,23,Male,Alemania,Hamburg,VIP,Gold,2025-09-14,23
C005511,51,Female,Portugal,Braga,Frequent,Premium,2024-05-26,22
C005512,47,Female,España,Granada,Occasional,Basic,2024-06-19,5
C005513,31,Male,Portugal,Coimbra,Occasional,Basic,2023-04-03,1
C005514,35,Female,Italia,Roma,Occasional,Standard,2019-06-04,3
C005515,45,Male,Francia,Bordeaux,Regular,Basic,2021-09-17,11
C005516,42,Male,Portugal,Porto,Occasional,Standard,2022-11-03,3
C005517,36,Male,Alemania,Frankfurt,Occasional,Basic,2023-12-13,2
C005518,23,Male,Francia,Toulouse,Occasional,Premium,2020-05-07,3
C005519,62,Female,Francia,Chamonix,Occasional,Standard,2019-05-09,1
C005520,37,Male,Francia,Marseille,Occasional,Basic,2018-09-22,3
C005521,52,Male,España,Málaga,Occasional,Standard,2017-10-24,2
C005522,18,Male,Francia,Toulouse,Regular,Basic,2018-08-11,10
C005523,21,Male,Alemania,München,Regular,Basic,2021-07-22,13
C005524,52,Male,Italia,Bologna,Occasional,Standard,2023-08-24,2
C005525,35,Male,Alemania,Köln,Regular,Basic,2018-11-05,11
C005526,51,Male,Francia,Bordeaux,Occasional,Basic,2026-03-11,1
C005527,30,Female,Francia,Nice,Regular,Premium,2021-09-20,14
C005528,36,Female,Italia,Cortina,VIP,Gold,2021-12-11,92
C005529,28,Male,Países Bajos,Utrecht,Occasional,Standard,2019-05-12,2
C005530,50,Male,Italia,Bologna,Frequent,Standard,2021-11-01,32
C005531,33,Male,Francia,Toulouse,Regular,Basic,2018-02-25,15
C005532,48,Male,Portugal,Porto,Regular,Gold,2024-01-13,5
C005533,57,Male,Portugal,Porto,Occasional,Basic,2022-09-14,1
C005534,35, Other,FRANCIA,Paris,Occasional,Basic,2023-03-27,5
C005535,36,Male,Portugal,Braga,Occasional,Standard,2023-11-13,3
C005536,31,Male,Francia,Paris,VIP,Premium,2021-07-07,103
C005537,63,Male,Países Bajos,Eindhoven,Regular,Premium,2021-09-18,14
C005538,36,Male,Portugal,Lisboa,Occasional,Standard,2020-12-17,3
C005539,34,Male,Países Bajos,Utrecht,Regular,Standard,2019-11-02,18
C005540,23,Female,Italia,Venezia,Occasional,Basic,2026-03-28,1
C005541,30,Female,Francia,Marseille,Occasional,Standard,2024-01-10,2
C005542,32,Female,Países Bajos,Rotterdam,Regular,Standard,2022-05-21,8
C005543,52,Male,Alemania,Köln,Regular,Basic,2021-08-21,12
C005544,34,Male,España,Sevilla,Regular,Standard,2026-02-05,4
C005545,33,Female,Italia,Roma,Regular,Standard,2020-06-03,11
C005546,47,Male,España,Bilbao,Regular,Basic,2023-12-07,7
C005547,38,Male,Bélgica,Gent,Frequent,Gold,2023-06-06,25
C005548,23,Female,Francia,Chamonix,Occasional,Standard,2019-06-14,3
C005549,58,Female ,Países Bajos ,Amsterdam,Regular,Premium,2025-11-17,3
C005550,30,Male,Alemania,München,Regular,Standard,2017-08-28,14
C005551,41,Female,Alemania,Berlin,Occasional,Standard,2023-06-22,0
C005552,43,Female,Bélgica,Brugge,Occasional,Basic,2022-02-02,4
C005553,18,Male,Francia,Paris,Occasional,Premium,2023-10-03,4
C005554,33,Male,Francia,Marseille,Occasional,Standard,2024-07-12,0
C005555,30,Female,Países Bajos,Groningen,Regular,Standard,2019-01-24,11
C005556,22,Female,Países Bajos,Den Haag,Occasional,Standard,2025-02-06,0
C005557,36,Female,España,Zaragoza,Regular,Basic,2022-10-08,7
C005558,39,Male,Italia,Napoli,Occasional,Basic,2018-05-30,3
C005559,45,Male,Portugal,Faro,Occasional,Basic,2023-06-03,2
C005560,39,Male,Portugal,Porto,Occasional,Basic,2024-08-09,1
C005561,37,Male,España,Málaga,Occasional,Basic,2018-11-27,4
C005562,58,Male,Países Bajos,Den Haag,VIP,Standard,2022-04-18,77
C005563,33,Female,Italia,Torino,Occasional,Standard,2025-04-05,0
C005564,18,Female,Italia,Venezia,Occasional,Basic,2025-02-17,0
C005565,27,Male,Italia,Firenze,Occasional,Basic,2019-11-27,3
C005566,52,Female,Países Bajos,Eindhoven,Occasional,Basic,2023-05-04,3
C005567,35,Female,Francia,Marseille,Regular,Basic,2024-04-02,8
C005568,26,Female,Países Bajos,Eindhoven,Regular,Standard,2023-02-15,14
C005569,47,Male,Francia,Toulouse,Occasional,Standard,2019-10-02,3
C005570,58,Male,Portugal,Porto,Regular,Basic,2019-02-03,11
C005571,35,Female,España,Valencia,Occasional,Basic,2024-01-28,1
C005572,46,Female,España,Barcelona,Frequent,Gold,2023-04-27,30
C005573,57,Female,Bélgica,Liège,Regular,Standard,2023-02-27,8
C005574,65,Female,Francia,Toulouse,Occasional,Standard,2021-11-27,4
C005575,45,Female,España,Granada,Regular,Basic,2022-06-10,13
C005576,37,Male,Países Bajos,Rotterdam,Frequent,Standard,2020-07-12,43
C005577,37,Female,Italia,Napoli,Occasional,Basic,2026-04-05,1
C005578,18,Female,Alemania,Garmisch,VIP,Gold,2017-12-22,79
C005579,21,Male,Portugal,Braga,Frequent,Gold,2017-08-06,44
C005580,44,Male,Francia,Marseille,Occasional,Basic,2023-05-18,2
C005581,72,Male,Alemania,München,Regular,Standard,2021-02-02,14
C005582,30,Male,Italia,Bologna,Regular,Standard,2018-12-31,13
C005583,35,Female,Países Bajos,Den Haag,Regular,Standard,2024-04-04,4
C005584,43,Female,Países Bajos,Eindhoven,Regular,Premium,2018-06-16,11
C005585,58,Male,Alemania,München,Frequent,Gold,2025-04-01,8
C005586,27,Female,Francia,Paris,Regular,Standard,2018-01-15,16
C005587,32,Male,Francia,Lyon,Regular,Basic,2021-05-27,11
C005588,38,Male,España,Valencia,Occasional,Basic,2024-07-31,1
C005589,40,Male,Francia,Lyon,Occasional,Basic,2019-01-02,1
C005590,40,Male,España,Bilbao,Frequent,Standard,2026-01-22,15
C005591,43,Female,Bélgica,Gent,Regular,Standard,2022-05-04,11
C005592,45,Female,España,Málaga,Occasional,Standard,2018-09-18,4
C005593,42,Female,Países Bajos,Den Haag,Frequent,Basic,2022-02-23,35
C005594,38,Female,Alemania,Köln,Frequent,Premium,2018-03-12,41
